iteration,chain,A,beta,gamma_1,gamma_2,gamma_switch,t_0,tau_rise,tau_fall,extra_sigma,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
15019,1,99.8182456530291,0.0019569227208564143,9.77725697767633,19.629058254880107,0.34655344635750535,58832.022943450276,2.889529076623843,28.66201621564834,2.0544051624125266,-90.14315809709173,31.0,1.0,0.08108604168293113,-90.14315809709173,96.2146385843175,1.7981338121890786,123.36958665431108,5.0,0.0,0.06511605689331205,0.06511605689331205
15020,1,98.44581631741289,0.004987402885379553,10.094674035406992,27.96742621670631,0.13920291386242148,58832.20485220407,3.1992315629193664,29.188194345078834,1.916696705078307,-90.80570836123951,14.0,1.0,0.7210827564284854,-90.80570836123951,98.33433359663105,0.16105666392611795,1389.53319369364,3.0,1.0,0.06511605689331205,0.06511605689331205
15021,1,94.83052318568761,0.0074427353018437035,13.717267711689773,21.74866875552026,0.18821238243802782,58831.9264918017,2.90058666357568,28.7983461682857,1.747518710018293,-90.4584658778378,41.0,1.0,0.972930958757655,-90.4584658778378,92.67989190872966,-0.3687167575434813,721.8072481552169,5.0,0.0,0.06511605689331205,0.06511605689331205
15022,1,108.59434439911402,0.003974706123752648,7.951403405902686,92.3942887012854,0.4701689842496349,58832.80783097381,3.141225070164572,26.842637737353527,1.4612400582032248,-87.16536053901069,79.0,1.0,0.6296457046622354,-87.16536053901069,92.05450258197126,-0.08950318727690387,352.1312605208945,6.0,0.0,0.06511605689331205,0.06511605689331205
15023,1,109.84837860941138,0.005537519776398829,8.073307961899951,115.78005006726946,0.588462797056016,58832.68418580829,3.178868216897435,27.15006857554124,1.4009313258428149,-87.98733728153537,31.0,1.0,0.4630216847265746,-87.98733728153537,89.68065243358738,0.022402649239325,32.046590862606905,5.0,0.0,0.06511605689331205,0.06511605689331205
15024,1,104.60629040672596,0.006784731581153481,10.638965617118872,93.881026371391,0.5278717909800171,58832.43849734124,2.8825265540336553,27.22897234908095,1.3323652992219708,-87.5220092147645,31.0,1.0,0.251054429626616,-87.5220092147645,91.71568656232353,-0.654223312349373,77.5601497699851,4.0,0.0,0.06511605689331205,0.06511605689331205
15025,1,102.40634038661209,0.005796601121947518,11.212105134436447,98.74928465837587,0.5380518436310889,58832.08190015445,2.802345630852845,27.272788925480658,1.2234015931738769,-88.52855146101457,31.0,1.0,0.12373861200813634,-88.52855146101457,91.90411913894896,-0.3247454294421601,354.5652338948905,5.0,0.0,0.06511605689331205,0.06511605689331205
15026,1,100.72466824557357,0.004540096473331576,10.933098468078999,112.81001456846266,0.4696363964520669,58832.06437142307,2.7116376348613622,27.205981947659318,1.4170311864453207,-88.2508685504262,15.0,1.0,0.10495884340424273,-88.2508685504262,94.56299292656578,-1.0518814763719178,334.7059778452255,4.0,0.0,0.06511605689331205,0.06511605689331205
15027,1,111.25898105549422,0.0029823967298299946,6.807387158389633,37.44237617344137,0.3144750611547133,58832.83162240752,3.944615024568095,27.191505076019652,1.5155061577497575,-89.5056664053635,63.0,1.0,0.5543774475823067,-89.5056664053635,92.05563090465999,0.04267566748828244,936.9589298141201,5.0,0.0,0.06511605689331205,0.06511605689331205
15028,1,109.48678149716471,0.0023625156459180763,6.735749121308561,79.56606010493483,0.39986978732886236,58832.90930718644,3.0283443930147915,27.3547097496437,1.9474839253626262,-87.95266910228172,31.0,1.0,0.9857082389843616,-87.95266910228172,90.95117714226436,-0.0012198550003432729,0.05867626157315442,5.0,0.0,0.06511605689331205,0.06511605689331205
15029,1,107.54631954007897,0.0012611186208844156,8.235339392940498,69.02562635933613,0.5397002888228553,58832.44969164424,3.0873875210911885,27.437570898908803,2.298092862378267,-89.99122375463412,31.0,1.0,0.5188482224792851,-89.99122375463412,92.75606026857412,0.06305269450658102,4.444573562447857,5.0,0.0,0.06511605689331205,0.06511605689331205
15030,1,96.4781148227163,0.0031498637422994876,12.469858704279165,59.40248578758098,0.3675127902036791,58832.16029967383,3.213657130091342,27.11758380105089,1.7680121862036877,-89.12864930372987,21.0,1.0,0.5225483044894327,-89.12864930372987,96.59774005726477,-3.0067996243597577,1521.1604041164917,4.0,1.0,0.06511605689331205,0.06511605689331205
15031,1,95.46459362737328,0.003175091723858567,12.270322106892698,59.822731978730936,0.36308309592239024,58831.97264175142,3.191657585233586,27.091428234840812,1.7183160734997067,-87.4185918392114,9.0,1.0,0.41723622338584654,-87.4185918392114,91.50099188895716,-1.4005752053275273,62.35573627505646,3.0,0.0,0.06511605689331205,0.06511605689331205
15032,1,95.46459362737328,0.003175091723858567,12.270322106892698,59.822731978730936,0.36308309592239024,58831.97264175142,3.191657585233586,27.091428234840812,1.7183160734997067,-87.4185918392114,31.0,1.0,0.06725668284710047,-87.4185918392114,90.18988529803704,0.0,16.15178742552547,5.0,0.0,0.06511605689331205,0.06511605689331205
15033,1,95.04102500640246,0.003084493681860385,12.887445588103597,68.0568790715369,0.3005078022356914,58831.94389373767,3.068418764957889,27.123950451385483,1.772195717176979,-87.70653922104675,63.0,1.0,0.06571629095497362,-87.70653922104675,93.30365307899096,0.5631335934887147,28.462362664876906,6.0,0.0,0.06511605689331205,0.06511605689331205
15034,1,97.49185728083734,0.0029912801519027176,11.920765939526886,51.96385914878564,0.1896028939040119,58831.75557467609,3.109483761857468,26.764001627237178,2.019255351688276,-88.63770960808428,63.0,1.0,0.16042860598525666,-88.63770960808428,91.5705647650385,0.019590933595793558,4.919901068698891,5.0,0.0,0.06511605689331205,0.06511605689331205
15035,1,98.54537660282593,0.004083138479392417,11.655472096877196,42.83283593537149,0.4683393810575011,58832.04048415879,3.378472871689993,27.198211938479936,1.8497157911824367,-87.66473381868245,31.0,1.0,0.666641191122423,-87.66473381868245,90.58580265282758,-0.12104636967588078,68.45356635739287,5.0,0.0,0.06511605689331205,0.06511605689331205
15036,1,96.98872366766213,0.00449349836635963,12.473992295011302,56.96711202994152,0.5975505234388774,58831.91081798088,3.0001723856218923,27.073385357911047,2.046580006623165,-86.97247256003644,15.0,1.0,0.574002132314993,-86.97247256003644,92.71089895665008,-0.004602298648052283,388.81048145046964,3.0,0.0,0.06511605689331205,0.06511605689331205
15037,1,96.98872366766213,0.00449349836635963,12.473992295011302,56.96711202994152,0.5975505234388774,58831.91081798088,3.0001723856218923,27.073385357911047,2.046580006623165,-86.97247256003644,7.0,1.0,1.769622686371845e-8,-86.97247256003644,95.18528359696593,0.0,210.92505711542532,3.0,0.0,0.06511605689331205,0.06511605689331205
15038,1,96.9318566080128,0.006613011964327531,14.004527999713355,42.5198726145166,0.3497770336296067,58831.92510432565,3.0724254340570507,26.683017907928225,2.1553328429605885,-88.83152909124875,31.0,1.0,0.27312960780239753,-88.83152909124875,90.7174111352752,0.36507325393864676,26.662555960281168,5.0,0.0,0.06511605689331205,0.06511605689331205
15039,1,96.2178130965711,0.004011490939390402,12.53990116203791,41.455122475647705,0.5663102197338755,58832.03586653171,3.4150583362531233,27.21148007845534,1.7930146265659994,-88.75164829692224,95.0,1.0,0.4825646666675518,-88.75164829692224,91.44247132722407,-0.1572621324446004,7.128167860223385,6.0,0.0,0.06511605689331205,0.06511605689331205
15040,1,96.2178130965711,0.004011490939390402,12.53990116203791,41.455122475647705,0.5663102197338755,58832.03586653171,3.4150583362531233,27.21148007845534,1.7930146265659994,-88.75164829692224,3.0,1.0,0.04933451269786959,-88.75164829692224,91.76895412837465,0.0,1591.7238418185887,1.0,1.0,0.06511605689331205,0.06511605689331205
15041,1,96.2178130965711,0.004011490939390402,12.53990116203791,41.455122475647705,0.5663102197338755,58832.03586653171,3.4150583362531233,27.21148007845534,1.7930146265659994,-88.75164829692224,63.0,1.0,0.0013097527134684245,-88.75164829692224,91.48826723068886,0.0,103.06189536739667,6.0,0.0,0.06511605689331205,0.06511605689331205
15042,1,96.55359431490217,0.004301092082016736,13.208373572420403,40.745350718835,0.4960039536869458,58831.79353782543,3.4931744601238717,27.147853223074662,1.7088337518056826,-89.79740857699139,31.0,1.0,0.13773943965918684,-89.79740857699139,93.04880679884708,0.7218126118352473,16.5640693305496,5.0,0.0,0.06511605689331205,0.06511605689331205
15043,1,117.55648361940601,0.004675946052144174,4.718288159952273,32.194499836953646,0.5402261409564482,58833.223566718574,2.8312345794290956,27.153443455727704,2.0047889466045086,-92.14678701440432,31.0,1.0,0.16841796390545088,-92.14678701440432,94.76698804234957,1.9844639135608588,209.8209641272388,5.0,0.0,0.06511605689331205,0.06511605689331205
15044,1,99.86845873045627,0.0020425538156582145,10.439727034419054,42.30924581006273,0.3209680584646555,58832.26356896926,2.9189644920406397,28.098204571283464,1.831148203797256,-89.3282892269059,255.0,1.0,0.02826854161950218,-89.3282892269059,97.5488710093403,-2.3613196244584174,100.43497248056639,7.0,0.0,0.06511605689331205,0.06511605689331205
15045,1,99.86845873045627,0.0020425538156582145,10.439727034419054,42.30924581006273,0.3209680584646555,58832.26356896926,2.9189644920406397,28.098204571283464,1.831148203797256,-89.3282892269059,12.0,1.0,0.0634445743324274,-89.3282892269059,93.3937706542988,0.0,1041.1816788361991,3.0,1.0,0.06511605689331205,0.06511605689331205
15046,1,101.45600650005385,0.002358996359998196,9.39029219350047,113.36958166315911,0.35587538394661566,58832.64502149081,2.6266139630531544,28.000375452105697,2.398521280357628,-92.30847682457515,31.0,1.0,0.5697379345487936,-92.30847682457515,97.22663020978624,-0.5375037129046376,55.106109897676006,5.0,0.0,0.06511605689331205,0.06511605689331205
15047,1,98.98851107021395,0.00749753168195007,11.053522933284452,49.73571838560654,0.4565068227163946,58832.242903692895,2.6519791078891064,28.802728815881473,2.210337410151001,-89.23677675298258,63.0,1.0,0.8999086275160036,-89.23677675298258,98.36166228938686,-0.130854479800405,6.790080558943217,5.0,0.0,0.06511605689331205,0.06511605689331205
15048,1,103.40972772246998,0.009652793601326213,11.75987810623981,32.829250979606705,0.610837755533454,58832.23488709362,2.9577903279409257,28.421636809811748,1.3329883853220448,-90.51690276766954,63.0,1.0,0.9073098726795312,-90.51690276766954,92.80494847886474,0.09734633139670734,4.645679232131812,6.0,0.0,0.06511605689331205,0.06511605689331205
15049,1,105.71702535053694,0.009912461078426847,9.4836668875544,28.198780153235912,0.5082309848826803,58832.4436743978,3.0490015854428996,28.951073140067592,1.104549440399741,-92.38107496314338,63.0,1.0,0.9395889235912749,-92.38107496314338,93.62104312421069,-0.29923489106830914,0.8989698964842034,5.0,0.0,0.06511605689331205,0.06511605689331205
15050,1,110.55116266440113,0.005625488892567139,5.775258708758683,39.17364200591835,0.36301719634968527,58832.92774416277,3.1230753887937963,29.0794720314631,1.6396955091568575,-89.03940770566119,63.0,1.0,0.6066099392880856,-89.03940770566119,95.09368882225301,-0.015451031650670188,16.555641491237964,5.0,0.0,0.06511605689331205,0.06511605689331205
15051,1,121.54013110466485,0.006320435314822417,2.00901819367064,10.060864890976141,0.46583859719736137,58833.33577568806,3.5462178667794486,29.091153017910273,2.200314981980007,-94.41645495144122,43.0,1.0,0.7421983819078025,-94.41645495144122,98.24652791542978,0.13088377964959363,906.3979568894644,5.0,0.0,0.06511605689331205,0.06511605689331205
15052,1,112.5632508896419,0.00010412507550706816,6.117665110115208,27.060497451490637,0.5487145755949827,58833.03148142786,3.6026284456158013,26.765546163734584,1.2753916550300464,-92.25611646542723,63.0,1.0,0.9200050183131755,-92.25611646542723,98.35137926787758,-0.09702852505969872,26.326961299138958,6.0,0.0,0.06511605689331205,0.06511605689331205
15053,1,109.94819181679381,0.007447670579766007,7.895058942471481,131.4035281572144,0.37112516263600337,58832.51603214241,3.4766729554590636,28.118875527922757,2.0886070111365926,-90.9249399210772,63.0,1.0,0.9266690581102182,-90.9249399210772,95.60599399748587,0.1196520983596514,0.15092239326374113,6.0,0.0,0.06511605689331205,0.06511605689331205
15054,1,102.17348273541147,0.006365097113362357,10.959614188438364,103.71870250616323,0.5289371129345858,58832.39036904727,3.2401738459869036,27.896987396549523,1.5860195982954934,-87.69921340883117,37.0,1.0,0.7077421648229197,-87.69921340883117,94.23973085169924,-0.37694210258280236,3631.4823575699643,5.0,1.0,0.06511605689331205,0.06511605689331205
15055,1,102.47080244167142,0.006022791389390594,9.907738504715292,106.37278157669672,0.48421360119674633,58832.37548946545,3.2226381775148245,27.773266147085756,1.6198138321522182,-87.32068826276702,9.0,1.0,0.07707498761178405,-87.32068826276702,91.53360669019334,0.6268262295039477,173.70461518155565,3.0,0.0,0.06511605689331205,0.06511605689331205
15056,1,106.75880004389514,0.009027035641438365,8.134588547162286,50.79598041153285,0.2968460504049416,58832.5618149563,2.897969571288406,28.339071691634967,0.9819834191618362,-91.85968202743564,31.0,1.0,0.21894905645709312,-91.85968202743564,94.62827293859074,2.713355282580096,4.852575086648528,5.0,0.0,0.06511605689331205,0.06511605689331205
15057,1,105.68745989213777,0.0071227417727363455,10.715638907560578,62.943133270014904,0.43703309786021804,58832.46132069798,2.9152568148866904,28.225099317095385,1.2151071363280936,-94.32504446886722,63.0,1.0,0.41212486901557904,-94.32504446886722,96.7864498526954,0.3786543007911547,-4.25035520191804,5.0,0.0,0.06511605689331205,0.06511605689331205
15058,1,114.8160289912812,0.006500857354513386,6.798459832901945,125.0190729625314,0.22751414404894607,58833.07578136208,3.0146434425354993,28.338161862496072,1.7335826312700073,-96.54254626939323,39.0,1.0,0.42660954796011186,-96.54254626939323,101.0778978416084,1.8637594796124546,341.41254433613864,5.0,0.0,0.06511605689331205,0.06511605689331205
15059,1,101.3582145178478,0.009618148307434607,11.267115189127976,64.28416537382756,0.09034956925315471,58832.44181990508,3.317253722653754,28.863496899893924,2.330337718701917,-92.31170477597877,31.0,1.0,0.8980362558625652,-92.31170477597877,101.54846750926056,-2.6362299760643992,-2.798077931829397,5.0,0.0,0.06511605689331205,0.06511605689331205
15060,1,104.58460965487907,0.009563152216002022,11.279587081031782,81.04457846100547,0.15511648614684112,58832.24075444766,3.368378391143196,29.186455123625937,2.1604931639118163,-93.57468566273647,31.0,1.0,0.5852405912791326,-93.57468566273647,96.1380090105519,0.6508466202021594,1.2890057902909433,5.0,0.0,0.06511605689331205,0.06511605689331205
15061,1,106.81714546197324,0.009755023485086894,7.0647527127736565,73.00925649117777,0.08602250981302728,58832.60927839298,3.1436111400055373,30.201968433235887,1.069344785835312,-95.22754068506796,31.0,1.0,1.0,-95.22754068506796,98.74886393751903,-0.4414262549960313,-0.7545254634049883,5.0,0.0,0.06511605689331205,0.06511605689331205
15062,1,105.05937379688564,0.009939965970385312,11.504291073115558,61.16287809083148,0.02857748621014543,58832.34440853258,2.8579737185020995,26.842497775299528,1.0400395243954064,-94.31002237377758,43.0,1.0,0.7892392048817347,-94.31002237377758,99.56184371319247,-1.8530849832349787,410.1141532363135,5.0,0.0,0.06511605689331205,0.06511605689331205
15063,1,107.06013998347863,0.009829380326630858,9.301713297038729,75.68559365946203,0.035483650461774985,58832.80129034561,3.1934097956738268,27.795641398808996,0.9434317120473101,-92.2677200486522,31.0,1.0,0.6991065944408859,-92.2677200486522,99.17936114462643,0.0585359090997315,1.328250907043838,5.0,0.0,0.06511605689331205,0.06511605689331205
15064,1,107.51592756477528,0.009813548623796232,9.386065823188328,54.99709680860692,0.0868044534317416,58832.71865061153,3.451429628392108,27.594535888504133,0.8779394281176134,-92.1488287406481,43.0,1.0,0.8962140269013894,-92.1488287406481,94.22016949425502,0.0535068316565912,128.5426484350334,5.0,0.0,0.06511605689331205,0.06511605689331205
15065,1,105.21030097329955,0.009157370729783398,10.027098608312693,34.297312650551156,0.11201788078184681,58832.450399829984,3.552141416328383,27.894622850898322,0.6806706646651538,-93.03165631126095,63.0,1.0,0.7200952140102512,-93.03165631126095,97.84634347076629,0.1841247493242264,5.7724131604205695,5.0,0.0,0.06511605689331205,0.06511605689331205
15066,1,110.97861177145944,0.009729719570782308,7.3859594950150695,14.74103371051968,0.3265086671208218,58832.84860484453,3.689622869634932,28.558122131813935,0.6455360282581464,-95.37477862127679,31.0,1.0,0.5721530103576655,-95.37477862127679,100.27315238700486,-0.1810345767763124,55.83714817449784,4.0,0.0,0.06511605689331205,0.06511605689331205
15067,1,107.50013964219343,0.00109812788934789,6.535276479699429,13.301920612566104,0.10560125065493564,58832.61216704701,3.2570063311899653,28.536929666902356,0.5687911986910584,-93.70259941963049,63.0,1.0,0.3849661939564133,-93.70259941963049,100.52606121804324,-0.1020851373527023,8.075167530610031,6.0,0.0,0.06511605689331205,0.06511605689331205
15068,1,105.16147415385257,0.0004951341368390177,7.571112373823061,7.474660942709784,0.2302851623046115,58832.43960194645,2.9910656791521446,28.07968663597143,0.49029895954186337,-94.79302130443752,19.0,1.0,0.7291733629683504,-94.79302130443752,100.0665211310025,-0.009918366167212866,267.326404417888,4.0,0.0,0.06511605689331205,0.06511605689331205
15069,1,105.83673156870084,0.00045407449302489636,7.879921629270607,6.604225146443021,0.24522308630101297,58832.48507160485,3.016643367174911,27.900880720553,0.4931922427978868,-95.66528366815935,31.0,1.0,0.12706730527065868,-95.66528366815935,98.7704592032727,0.26982416559829403,177.19473277262085,5.0,0.0,0.06511605689331205,0.06511605689331205
15070,1,106.03406235442775,0.0045791111389980425,8.148478876673117,15.684588654523782,0.5131508984847419,58832.59843468723,3.5761693737619997,27.982039024224576,2.6905850802490536,-91.68844436758145,47.0,1.0,0.389199801836583,-91.68844436758145,100.03790508983285,0.5190915165783423,162.36075730229047,5.0,0.0,0.06511605689331205,0.06511605689331205
15071,1,104.34315963868755,0.0027678329023275478,8.842739995577087,29.192932622504816,0.5739312762916785,58832.70641378659,3.92291305804668,27.291238466174708,0.9807818687147031,-91.58404295184104,31.0,1.0,0.7631572665987154,-91.58404295184104,96.25170698933118,-0.4994672116920924,4.598390836467999,5.0,0.0,0.06511605689331205,0.06511605689331205
15072,1,103.75049117846135,0.0020246280944747246,8.93476774725088,29.300258198595426,0.6173653580328926,58832.30444961357,3.896430984255438,27.686875298885802,1.1072317826051254,-91.13916925237457,5.0,1.0,0.6303499099059219,-91.13916925237457,96.21974802930984,0.025566190012355605,789.8799016362648,2.0,0.0,0.06511605689331205,0.06511605689331205
15073,1,104.55562644419086,0.0016347063458410054,9.228434946854913,28.844226748485603,0.5000906444126513,58832.67666152064,3.8896753955709804,27.100626965718476,1.088727726282002,-92.78945521506665,15.0,1.0,0.28491645942971394,-92.78945521506665,95.9028310651691,0.6173035283508455,510.69175341566677,4.0,0.0,0.06511605689331205,0.06511605689331205
15074,1,111.32292003769209,0.0021524476888130947,7.1063333286619885,31.12323018395447,0.6098556338988953,58832.70849969147,3.441876817857551,27.174022118838945,1.6183025585450261,-89.34004920378985,31.0,1.0,0.38415102988479843,-89.34004920378985,95.82097872832774,-0.82585084209434,22.76373370911017,5.0,0.0,0.06511605689331205,0.06511605689331205
15075,1,101.74382454048815,0.007442832294140975,11.013903997287223,55.579375247226004,0.46902622248679077,58832.523625092035,3.337852897497028,27.17315898359606,1.1161099795694431,-89.15154303801147,63.0,1.0,0.9841566633384905,-89.15154303801147,91.45918155934088,-0.45055082957375703,1.485061436395398,5.0,0.0,0.06511605689331205,0.06511605689331205
15076,1,101.74382454048815,0.007442832294140975,11.013903997287223,55.579375247226004,0.46902622248679077,58832.523625092035,3.337852897497028,27.17315898359606,1.1161099795694431,-89.15154303801147,9.0,1.0,0.049245519481193094,-89.15154303801147,95.65635962821564,0.0,843.7804529396029,3.0,0.0,0.06511605689331205,0.06511605689331205
15077,1,121.40202934351198,0.00726613467815069,3.3450609563312477,101.35776930388053,0.6174011983648888,58833.566604972126,3.290585989446643,27.566533894161164,1.4663709811635435,-89.46785903802606,39.0,1.0,0.6611079318255946,-89.46785903802606,95.2224627446141,0.19402131697651726,195.7438562147924,5.0,0.0,0.06511605689331205,0.06511605689331205
15078,1,121.0388194045657,0.007470188757006837,3.779495018262527,118.07480533264594,0.6375134269811198,58833.539754043406,3.340680994723834,27.589180445133888,1.3861053827634788,-89.81697607147795,15.0,1.0,0.32554402852206626,-89.81697607147795,93.19291597648927,-0.04558006100127443,123.5771127369929,4.0,0.0,0.06511605689331205,0.06511605689331205
15079,1,102.10513651502653,0.00892243712348195,11.282856613449875,33.789387940860365,0.5137542036171786,58832.18847000548,3.389753989912685,28.961477392560575,2.066692268504152,-90.67744707346439,95.0,1.0,0.6803892031826753,-90.67744707346439,93.84533650089801,0.006882049321220052,35.46091687722638,6.0,0.0,0.06511605689331205,0.06511605689331205
15080,1,110.16321253826759,0.009491319017504544,8.307197986329774,34.24485448226315,0.5763649125143094,58832.87352484121,3.3565264407399673,27.652024781830747,1.4925261925502264,-88.93811900749068,63.0,1.0,0.997351908034631,-88.93811900749068,93.37443707817523,-0.010995899629932637,-0.034341286297816964,5.0,0.0,0.06511605689331205,0.06511605689331205
15081,1,110.11393536761523,0.009521663826396748,8.662482024000006,33.53876304904879,0.5454323107171186,58833.029572212945,3.3838948801325923,27.60048137061077,1.562323335047722,-89.59870806508982,9.0,1.0,0.6801349603515233,-89.59870806508982,93.6734283933444,0.08650648575149944,3925.9306059331047,3.0,1.0,0.06511605689331205,0.06511605689331205
15082,1,109.95984681351815,0.0046203381635385584,6.724713214922476,125.25623220925488,0.4895106039668892,58833.03679577677,3.184345060453093,27.62056765430626,1.8327867740151378,-89.03466032899674,63.0,1.0,0.6933765253779822,-89.03466032899674,93.69562076910125,0.16303868432686386,0.7964137078679983,6.0,0.0,0.06511605689331205,0.06511605689331205
